######################################,,,,,,,,,,,EMO/NEU,POS/NEG,EMOTION,VALENCE,0-None 1- side-effect 2-Therapy 3-Sympathy-Empathy
I've been here in NJ with my mom for 9 days now.,,,,,,,,,F,0,0,0,0,0,0
I'm taking her to radiation tomorrow and then have to head back to Boston.,,,,,,,,,F,0,0,0,0,0,2
My aunt and cousin will be taking over driving/helping out through Tuesday when her radiation tx ends.,,,,,,,,,F,0,0,0,0,0,0
It has been so hard to watch my mom go through this but it has also been a blessing to spent this much time with her.,,,,,,,,,F,1-Jan,1,0,0000-20,-2,0
I am cherishing every moment.,,,,,,,,,F,11,1,1,200,2,0
As for chemo even the radiation has been tough for her (making her tired and she also can't drive while on the pain meds.).,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
She is excruciatingly independent and that has been one of the toughest parts for her.,,,,,,,,,F,1-Jan,1,0,0000-20,-2,0
With my dad gone it is going to be so difficult for her to go through chemo here while living alone.,,,,,,,,,F,1-Jan,1,0,0000-20,-2,0
Right now she says she wants to stay here in NJ for tx but i think she is warming to the idea of coming to Boston as she realizes that she's sick and needs help and can't do it all alone.,,,,,,,,,F,11,1,0,100,1,1
#############################################,,,,,,,,,F,#,#,#,#,#,#
My daughter is almost 13 and my son is 9. Unfortunately my in-laws can't help as they are much older and live in Pittsburgh. (This is the time in life I begin to wonder why we ever moved so far from family).,,,,,,,,,F,0,1,0,0000-20,-2,0
This week the kids stayed in extended care at school until 6pm and my husband left work early to get them.,,,,,,,,,F,0,1,0,2000-10,-1,1
I have a wonderful supportive community where I live so I could possibly do this again for a few weeks while she undergoes chemo here.,,,,,,,,,F,11,1,1,20,2,0
It has been tough on my husband and kids but they know it's been even tougher for my mom. I will keep you posted.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,0
Thanks so much for listening.,,,,,,,,,F,11,1,1,100,1,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
You appear to be a kind good hearted person willing to go to such lengths to help your mom go through this.,,,,,,,,,M,11,1,1,200,1,3
In fact your post is the reason I joined this forum today.,,,,,,,,,M,0,1,1,100,1,3
Your mom  is blessed to have you your husband and your kids.,,,,,,,,,M,11,1,1,100,1,3
But having you all around her instead of in another state sounds like it would be much better for everyone involved.,,,,,,,,,M,11,1,1,100,1,3
While she is the one who physically has cancer it affects your family just as profoundly.,,,,,,,,,M,1-Jan,1,0,0000-20,-2,3
Yes having cancer can be terrifying and losing a measure of independence is a challenge.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,3
But as you pointed out Boston is where your life  support system and family are and you will be more able to help her if you are on solid ground yourself.,,,,,,,,,M,11,1,1,100,1,3
It's like what the flight attendants tell you before takeoff:  Secure your own oxygen mask before assisting others.,,,,,,,,,M,0,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
I was diagnosed with Stage IV NSCLC last year and in the beginning I thought the cancer was mine.,,,,,,,,,M,0,1,0,2000-10,-1,0
The rest of my family were concerned spectators but hey -  I was the one with cancer.,,,,,,,,,M,11,1,0,2000-10,-1,0
Didn't take long though to see the suffering my family was experiencing and became clear in the first few months that the cancer was all of ours.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
Their suffering was as difficult for them as mine was for me just a different kind.,,,,,,,,,M,1-Jan,1,0,0000-20,-2,1
My kids (10 and 20 at the time) were afraid to lose their dad and my wife was terrified of losing her husband.,,,,,,,,,M,1-Jan,1,0,0000-20,-2,1
Cancer is very generous.  Everyone in the family gets their serving of pain.,,,,,,,,,M,11,1,0,0000-20,-2,1
#############################################,,,,,,,,,M,#,#,#,#,#,#
Glad to hear your mom is warming up to the idea of moving to Boston where your support system could become hers.,,,,,,,,,M,11,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
You won't be much help to her stressed out about her her treatments and taking care of her at the same time worrying about your family back home.,,,,,,,,,M,1-Jan,1,1,100,1,3
#############################################,,,,,,,,,F,#,#,#,#,#,#
The fact that her radiation treatments are ending and the chemo hasn't started yet makes this an excellent time for you to take her to Dana Farber for a second opinion.,,,,,,,,,F,11,1,1,100,1,2
If you take her before chemo and present it as an option to consider and not a decision that has been made that might help with the transition.,,,,,,,,,F,11,1,1,100,1,0
I wouldn't wait though as switching doctors and medical facilities during ongoing treatment doesn't sound like the best of ideas.,,,,,,,,,F,0,1,1,100,1,2
#############################################,,,,,,,,,F,#,#,#,#,#,#
Hi Diana I so hope that you will answer this.,,,,,,,,,F,0,1,0,00-1000,-1,0
My husband--age 56-- has been diagnosed with pancoast tumor in Oct. of 2010.,,,,,,,,,F,0,1,0,2000-10,-1,0
Everything is going against him (horners syndrome above right lung tumor was in spine inoperable).,,,,,,,,,F,1-Jan,1,0,00-10-20,-2,1
"He has been given the ""big guns"" of high doses of chemo and radiation--- which took his back pain away (thank God!).",,,,,,,,,F,11,1,1,200,2,2
A month later he went for a check up and couldn't get a CAT or PET due to inflammation of his larnyx and breathing tube--- they had to get very close to that area with radiation.,,,,,,,,,F,0,0,0,0,0,2
He has the next appt. for Jan. 5 for a CAT and PET and we will be given the results on Jan. 10th.,,,,,,,,,F,0,0,0,0,0,2
He was regaining his strength and stamina through minimal exercise but has always (since diagnosis) felt like he was breathing through a straw and has labored swallowing.,,,,,,,,,F,11,1,0,2000-10,-1,1
Maybe this has improved??? But now the last few days he has had quite harsh pain in his upper chest area--- front and back.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
Naturally we are concerned and anxiously awaiting to get the results of his scans.,,,,,,,,,F,0,1,0,00-20-20,-2,0
Please communicate with us as we need to hear of success stories.,,,,,,,,,F,11,1,0,0000-20,-2,0
Thank you Sincerely Bonnie Pearson ---- bpearson57@gmail.com,,,,,,,,,F,11,1,1,100,1,0
#############################################,,,,,,,,,F,#,#,#,#,#,#
Yes Alan I did mean Oct. 2011... getting my years mixed up.,,,,,,,,,F,0,0,0,0,0,0
"I am sorry about your hardship but no matter how many ""extra"" years you get you always want more.",,,,,,,,,F,1-Jan,1,0,2000-10,-1,0
We are new in this fight.,,,,,,,,,F,0,0,0,0,0,0
We were not told what stage this tumor was in but we do know that it was measured at 97 cubic centimeters...,,,,,,,,,F,0,0,0,0,0,1
Steve has suffered since April 2011 with a very painful upper back with countless trips to the chiro.,,,,,,,,,F,1-Jan,1,1,2000-10,-1,1
That was followed with laryngitis in Sept. for 5 weeks before he went to the Dr.,,,,,,,,,F,0,0,0,0,0,1
It made the dr. sit up straight when he mentioned that he didn't know if it was related to his throat problem but his right eye lid was droopy--- well of course you know what that means.,,,,,,,,,F,0,1,0,2000-10,-1,1
"A few days later we are regular visitors at a hospital with radiation (7 weeks with the ""big guns"") and chemo (1 week and 1 day at the beginning and then again at the end-- again the ""big guns"") after we were told that it was inoperable.",,,,,,,,,F,1-Jan,1,0,2000-10,-1,2
For 3 full weeks (over Christmas) he had no pain good appetite and his stamina and strength was going forward slowly but steadily.,,,,,,,,,F,11,1,1,100,1,0
But throughout during and after the treatment he feels like he is breathing through a straw and swallowing is labored due to the pressure of the tumor on this area and/or the radiation was directed as close to that area as they dared without ruining it.,,,,,,,,,F,0,1,1,2000-10,-1,1
Now that brings us to today.... the last 5 days he has suffered brand new pain in his upper chest area--- front and back and both of his arms and hands.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
This is terrifying to us as the pain had dominated his right body mostly and now it is in both sides.,,,,,,,,,F,1-Jan,1,0,00-2000,-2,1
Tomorrow we go for a CAT and PET and will get told the results on Tues. the 10th.,,,,,,,,,F,0,0,0,0,0,2
Thank you for any tips or/and encouragement you can give us.,,,,,,,,,F,11,1,1,100,1,0
We hope that you are enjoying a good quality of life.,,,,,,,,,F,11,1,1,100,1,0
#############################################,,,,,,,,,F,#,#,#,#,#,#
Hi Bonnie That all sounds really familiar.,,,,,,,,,F,0,1,1,100,1,3
Mine was upper right and involved spine in T1.,,,,,,,,,F,0,1,0,2000-10,-1,1
I know that no 2 cases are alike but these are pretty close if you ask me.,,,,,,,,,F,0,1,0,2000-10,-1,3
"I did 35 tomo rads and the ""heavy hitter"" chemo too. cisplatin and etopocide.",,,,,,,,,F,1-Jan,0,0,0,0,2
after that 7 weeks I got re-evaluated for surgery.,,,,,,,,,F,11,0,0,0,0,2
couldn't be done without risking paralasys because of spine and the bone damage.,,,,,,,,,F,1-Jan,1,0,00-1000,-1,1
I went to Cyberknife and 6 taxotere treatments.,,,,,,,,,F,0,0,0,0,0,2
That pretty much did it in.,,,,,,,,,F,0,1,1,100,1,2
I've been in remission since Jan. 2010.,,,,,,,,,F,0,1,1,100,1,2
I go for scan in 2 weeks to follow up.,,,,,,,,,F,0,1,1,100,1,0
I feel confident about staying in remission.,,,,,,,,,F,11,1,1,100,1,0
There are after effects that still linger.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
Nueropathy in my right arm is about it though.,,,,,,,,,F,0,0,0,0,0,2
It's liveable could have been way worse right?,,,,,,,,,F,11,1,1,100,1,3
I know of a few survivors of this who have many more years than me.,,,,,,,,,F,0,1,1,100,1,3
The surgery to remove a pancoast tumor is pretty brutal and I'm actually happy not to have gone through it.,,,,,,,,,F,1-Jan,1,1,200,2,2
There are lasting effects from that too.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
Most of what he's feeling now is probably caused by the radiation and will subside over time.,,,,,,,,,F,0,1,0,2000-10,-1,3
my tumor is reduced to scar tissue and is visible on CT.,,,,,,,,,F,11,1,1,100,1,2
I would just say to be patient don't expect to recover overnight treatments are invasive and aggressive and mostly successful.,,,,,,,,,F,11,1,1,100,1,2
You can ask about post treatment physical therapy.,,,,,,,,,F,0,1,1,100,1,2
I did and it helped alot. Good luck with the scans  I'm sure there will be big improvements.,,,,,,,,,F,11,1,1,200,2,2
It's a bumpy ride but it gets better.,,,,,,,,,F,11,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had my upper right lobe removed Jan 3 2001.,,,,,,,,,M,0,0,0,0,0,2
Still have pain but is getting better.,,,,,,,,,M,11,1,1,2001-10,1,1
Not as tired anymore still out of shape.,,,,,,,,,M,0,0,0,0,0,0
My doc said it would probably be a year before I'm back to half way normal of course being macho I didn't believe him but I now believe.,,,,,,,,,M,11,1,1,100,1,1
We had a major trauma to our bodies and to our mental.,,,,,,,,,M,1-Jan,1,0,0000-20,-2,1
My biggest problem is for about 4 months I was a couch potato. Have gained 25lbs but mowing the lawn and doing yard work helps.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
I forgot what it was like to smell the Roses.,,,,,,,,,M,0,1,0,2000-10,-1,1
Take care it's a good pain.,,,,,,,,,M,11,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
Thanks for answering so quickly.,,,,,,,,,M,11,1,1,100,1,3
I needed to hear from someone who has gone through this.,,,,,,,,,M,0,1,1,100,1,0
Did you have anything else done besides the surgery? Any other treatment?,,,,,,,,,M,0,0,0,0,0,0
I have rib pain and still have some difficulty getting deep breaths.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
My internist has prescribed an in haler because I do have times of shortness of breath.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
#############################################,,,,,,,,,F,#,#,#,#,#,#
Nothing else done since surgery.,,,,,,,,,F,0,0,0,0,0,0
I found out I had cancer Oct 10 2000.,,,,,,,,,F,0,0,0,0,0,0
I met with a ogyn & sugeron and listen to what both of them had to say.,,,,,,,,,F,0,0,0,0,0,0
I initally wanted surgery but went on the internet and search for info.,,,,,,,,,F,0,0,0,0,0,0
"Sloane- Kettering had a little article about chemo first then surgery survival rates ""appeared"" to thriple.",,,,,,,,,F,0,1,1,100,1,2
"My ogyn wanted to do chemo so 3 days before surgery I canceled and started chemo for nine weeks. Last chemo Dec 19th surgery ""good way to start the new year"" Jan 3 2001 with rescheduled surgery.",,,,,,,,,F,11,1,1,100,1,2
Reports after surgery said at time of tumor removal it was dead.,,,,,,,,,F,0,1,1,100,1,2
I feel chance of cancer spreading due to mestortises (spelling) when lung was opened is little to none.,,,,,,,,,F,0,1,1,100,1,1
That's my story and personnel feeling I don't know if I made the right decision.,,,,,,,,,F,0,1,0,00-1000,-1,0
If 5 years from now I'm free of cancer then I'll think I'm right but still won't know for sure. How about you.,,,,,,,,,F,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I was so glad to read that you no longer have pain.,,,,,,,,,M,11,1,1,200,2,3
I had a massive drain tube inserted during surgery and it was removed a couple of weeks later.,,,,,,,,,M,0,0,0,0,0,2
I have had pain in my right shoulder blade ever since.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
Some days are ok but others are living hell.,,,,,,,,,M,1-Jan,1,0,-2020,-2,1
#############################################,,,,,,,,,F,#,#,#,#,#,#
JannyI had upper left lobectomy 18 mos. ago.,,,,,,,,,F,0,0,0,0,0,0
Mine was also early detection.,,,,,,,,,F,0,0,0,0,0,0
I am non small cell adenocarcinoma.,,,,,,,,,F,0,0,0,0,0,0
I did not need any treatment but every 6 months I get a catscan and xrays.,,,,,,,,,F,0,0,0,0,0,2
I agree with you that I have never experienced pain like that in my life.,,,,,,,,,F,1-Jan,1,1,100,1,3
I still have flashbacks about the pain altho they are getting farther apart.,,,,,,,,,F,0,1,0,2000-10,-1,1
It's funny cause I can walk and hardly get out of breath but climbing stairs to fast and I have a hard time breathing.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
Do you have trouble wearing a bra? I cannot wear one cuz it presses on the incision and bothers the nerves from the surgery.,,,,,,,,,F,1-Jan,1,0,2000-10,-1,1
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had upper right lobectomy may 2011. I am 51 stage 3A.,,,,,,,,,M,0,0,0,0,0,0
At this point I have days when I feel pretty good and then I have days where my back and under breast just squeeze tight.,,,,,,,,,M,11,1,0,2000-10,-1,1
Here is a tip regarding bra wearing buy a bra extender I started out wearing 2 and now I can manage just one.,,,,,,,,,M,0,1,1,100,1,2
Forget underwire. Anyone out there can help me with this My family has a house in the Catskilles when ever I go my pain from surgery increases.,,,,,,,,,M,1-Jan,1,1,100,1,1
Could altitude have aanything to do with this??,,,,,,,,,M,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I too had an upper right lobe removed.,,,,,,,,,M,0,0,0,0,0,2
Still have a good deal of coughing and my lung capacity does not feel normal yet.,,,,,,,,,M,0,1,0,2000-10,-1,1
I seem to have quite a bit of pain around right rib cage.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
Seems my body is telling me I still need rest.,,,,,,,,,M,0,0,0,0,0,0
Never been one to nap but I do need a nap mid-afternoon now.,,,,,,,,,M,0,0,0,0,0,1
Like yours my tumor was caught early so I did not require chemo or radiation.,,,,,,,,,F,0,1,1,100,1,2
#############################################,,,,,,,,,F,#,#,#,#,#,#
Hoping springtime will relieve me of this cough.,,,,,,,,,F,11,1,1,100,1,1
Actually it is not so bad unless I talk.,,,,,,,,,F,11,1,1,100,1,1
I have two grandchildren (3 & 5) and after a couple of hours with them I crash and burn the following day.,,,,,,,,,F,0,1,0,0000-20,-2,1
Guess our stamina comes back ever so gradually.,,,,,,,,,F,11,1,1,2001-10,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
Your story caught my eye my husband just underwent an upper right lobectomy in February.,,,,,,,,,M,0,1,0,2000-10,-1,0
He is going back to work tomorrow on his surgeon's advice.,,,,,,,,,M,0,0,0,0,0,0
I worry it's too early as he too has pain especially in his ribcage where the tubes were.,,,,,,,,,M,1-Jan,1,0,00-1000,-1,1
When did you have your lobectomy?,,,,,,,,,M,0,0,0,0,0,0
His incision is still swelled and  a little red surgeon said it's just inflamation and normal.,,,,,,,,,M,0,0,0,0,0,1
He too gets tired quicker than he use too.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,1
They say it takes a year to heal completely starting to believe it.,,,,,,,,,M,0,1,1,2001-10,1,2
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had a left upper lobectomy 18 mos. ago and I feel wonderful today.,,,,,,,,,M,11,1,1,200,2,3
Give yourself time to heal and be patient.,,,,,,,,,M,0,1,1,100,1,3
I was a good ten weeks before I felt like a human again.,,,,,,,,,M,11,1,1,100,1,3
Today I walk 2 miles a day.,,,,,,,,,M,0,1,2,100,1,0
I guess I was lucky I never had trouble breathing.,,,,,,,,,M,11,1,1,100,1,1
I get shortwinded climbing stairs and doing physical work.,,,,,,,,,M,1-Jan,1,1,100,1,0
It was a very painful recovery but I tried to walk in the house a little bit each day.,,,,,,,,,M,1-Jan,1,0,2000-10,-1,2
During recovery from surgery I felt very lonely a lot of times altho I had a wonderful supportive family and friends.,,,,,,,,,M,1-Jan,1,0,00-10-20,-2,1
I also experienced depressionanxiety and crying jags.,,,,,,,,,M,1-Jan,1,0,00-20-20,-2,1
My Doctor put me on antidepressant medicine and it has made a big difference.,,,,,,,,,M,0,1,1,100,1,2
Also  these feelings are normal. Our bodies have gone thru a major trama undergoing major surgery.,,,,,,,,,M,0,0,0,0,0,3
The biggest thing I found was to listen to my body.,,,,,,,,,M,0,0,0,0,0,2
Rest when you are tired cry when you are sad talk when you need to.,,,,,,,,,M,0,1,1,100,1,3
One day you will feel like a brand new person.,,,,,,,,,M,11,1,1,100,1,3
Hope This helped you.,,,,,,,,,M,11,1,1,100,1,3
If you have any more questions I will be glad to talk with you.,,,,,,,,,M,11,1,1,100,1,3
I am a 59 year old female.,,,,,,,,,M,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
"You may wish to start a new post instead of replying to ones that are more than a month or two ""old"".",,,,,,,,,M,0,0,0,0,0,0
Folks come and go quickly on a board and old posts rarely get checked so you don't get replies to your questions.,,,,,,,,,M,0,1,0,-1010,-1,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I hope you are doing well with your operation.,,,,,,,,,M,11,1,1,100,1,3
It is normal to take pain meds for about a month after major surgery.,,,,,,,,,M,0,1,1,100,1,3
If you had VATS surgery you should soon be ready to take over-the-counter meds instead of the prescription stuff.,,,,,,,,,M,0,1,1,100,1,3
It may take longer if you had conventional surgery.,,,,,,,,,M,0,1,1,100,1,3
#############################################,,,,,,,,,F,#,#,#,#,#,#
I am at stage 1a too both for breast cancer and for lung cancer.,,,,,,,,,F,0,0,0,0,0,0
I met with a pulmonary oncologist once but she said I was too healthy to see her!!,,,,,,,,,F,11,1,0,00000-1,-1,2
I still see my breast oncologist as they have preventitive meds for that I can take.,,,,,,,,,F,0,0,0,0,0,2
I sure wish there were medical ways to prevent future episodes of lung cancer too.,,,,,,,,,F,11,1,0,00-10-10,-1,0
