######################################,,,,,,,,,M,,EMO/NEU,POS/NEG,EMOTION,VALENCE,0-None 1- side-effect 2-Therapy 3-Sympathy-Empathy
Mine was upper right and involved spine in T1.,,,,,,,,,,0,1,0,2000-10,-1,1
I know that no 2 cases are alike but these are pretty close if you ask me.,,,,,,,,,,0,1,0,2000-10,-1,3
"I did 35 tomo rads and the ""heavy hitter"" chemo too. cisplatin and etopocide.",,,,,,,,,,1-Jan,0,0,0,0,2
after that 7 weeks I got re-evaluated for surgery.,,,,,,,,,,11,0,0,0,0,2
couldn't be done without risking paralasys because of spine and the bone damage.,,,,,,,,,,1-Jan,1,0,00-1000,-1,1
I went to Cyberknife and 6 taxotere treatments.,,,,,,,,,,0,0,0,0,0,2
That pretty much did it in.,,,,,,,,,,0,1,1,100,1,2
I've been in remission since Jan. 2010.,,,,,,,,,,0,1,1,100,1,2
I go for scan in 2 weeks to follow up.,,,,,,,,,,0,1,1,100,1,0
I feel confident about staying in remission.,,,,,,,,,,11,1,1,100,1,0
There are after effects that still linger.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
Nueropathy in my right arm is about it though.,,,,,,,,,,0,0,0,0,0,2
It's liveable could have been way worse right?,,,,,,,,,,11,1,1,100,1,3
I know of a few survivors of this who have many more years than me.,,,,,,,,,,0,1,1,100,1,3
The surgery to remove a pancoast tumor is pretty brutal and I'm actually happy not to have gone through it.,,,,,,,,,,1-Jan,1,1,200,2,2
There are lasting effects from that too.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
Most of what he's feeling now is probably caused by the radiation and will subside over time.,,,,,,,,,,0,1,0,2000-10,-1,3
my tumor is reduced to scar tissue and is visible on CT.,,,,,,,,,,11,1,1,100,1,2
I would just say to be patient don't expect to recover overnight treatments are invasive and aggressive and mostly successful.,,,,,,,,,,11,1,1,100,1,2
You can ask about post treatment physical therapy.,,,,,,,,,,0,1,1,100,1,2
I did and it helped alot. Good luck with the scans  I'm sure there will be big improvements.,,,,,,,,,,11,1,1,200,2,2
It's a bumpy ride but it gets better.,,,,,,,,,,11,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had my upper right lobe removed Jan 3 2001.,,,,,,,,,,0,0,0,0,0,2
Still have pain but is getting better.,,,,,,,,,,11,1,1,2001-10,1,1
Not as tired anymore still out of shape.,,,,,,,,,,0,0,0,0,0,0
My doc said it would probably be a year before I'm back to half way normal of course being macho I didn't believe him but I now believe.,,,,,,,,,,11,1,1,100,1,1
We had a major trauma to our bodies and to our mental.,,,,,,,,,,1-Jan,1,0,0000-20,-2,1
My biggest problem is for about 4 months I was a couch potato. Have gained 25lbs but mowing the lawn and doing yard work helps.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
I forgot what it was like to smell the Roses.,,,,,,,,,,0,1,0,2000-10,-1,1
Take care it's a good pain.,,,,,,,,,,11,1,1,100,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
Thanks for answering so quickly.,,,,,,,,,,11,1,1,100,1,3
I needed to hear from someone who has gone through this.,,,,,,,,,,0,1,1,100,1,0
Did you have anything else done besides the surgery? Any other treatment?,,,,,,,,,,0,0,0,0,0,0
I have rib pain and still have some difficulty getting deep breaths.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
My internist has prescribed an in haler because I do have times of shortness of breath.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
#############################################,,,,,,,,,F,#,#,#,#,#,#
Nothing else done since surgery.,,,,,,,,,,0,0,0,0,0,0
I found out I had cancer Oct 10 2000.,,,,,,,,,,0,0,0,0,0,0
I met with a ogyn & sugeron and listen to what both of them had to say.,,,,,,,,,,0,0,0,0,0,0
I initally wanted surgery but went on the internet and search for info.,,,,,,,,,,0,0,0,0,0,0
"Sloane- Kettering had a little article about chemo first then surgery survival rates ""appeared"" to thriple.",,,,,,,,,,0,1,1,100,1,2
"My ogyn wanted to do chemo so 3 days before surgery I canceled and started chemo for nine weeks. Last chemo Dec 19th surgery ""good way to start the new year"" Jan 3 2001 with rescheduled surgery.",,,,,,,,,,11,1,1,100,1,2
Reports after surgery said at time of tumor removal it was dead.,,,,,,,,,,0,1,1,100,1,2
I feel chance of cancer spreading due to mestortises (spelling) when lung was opened is little to none.,,,,,,,,,,0,1,1,100,1,1
That's my story and personnel feeling I don't know if I made the right decision.,,,,,,,,,,0,1,0,00-1000,-1,0
If 5 years from now I'm free of cancer then I'll think I'm right but still won't know for sure. How about you.,,,,,,,,,,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I was so glad to read that you no longer have pain.,,,,,,,,,,11,1,1,200,2,3
I had a massive drain tube inserted during surgery and it was removed a couple of weeks later.,,,,,,,,,,0,0,0,0,0,2
I have had pain in my right shoulder blade ever since.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
Some days are ok but others are living hell.,,,,,,,,,,1-Jan,1,0,-2020,-2,1
#############################################,,,,,,,,,F,#,#,#,#,#,#
JannyI had upper left lobectomy 18 mos. ago.,,,,,,,,,,0,0,0,0,0,0
Mine was also early detection.,,,,,,,,,,0,0,0,0,0,0
I am non small cell adenocarcinoma.,,,,,,,,,,0,0,0,0,0,0
I did not need any treatment but every 6 months I get a catscan and xrays.,,,,,,,,,,0,0,0,0,0,2
I agree with you that I have never experienced pain like that in my life.,,,,,,,,,,1-Jan,1,1,100,1,3
I still have flashbacks about the pain altho they are getting farther apart.,,,,,,,,,,0,1,0,2000-10,-1,1
It's funny cause I can walk and hardly get out of breath but climbing stairs to fast and I have a hard time breathing.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
Do you have trouble wearing a bra? I cannot wear one cuz it presses on the incision and bothers the nerves from the surgery.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had upper right lobectomy may 2011. I am 51 stage 3A.,,,,,,,,,,0,0,0,0,0,0
At this point I have days when I feel pretty good and then I have days where my back and under breast just squeeze tight.,,,,,,,,,,11,1,0,2000-10,-1,1
Here is a tip regarding bra wearing buy a bra extender I started out wearing 2 and now I can manage just one.,,,,,,,,,,0,1,1,100,1,2
Forget underwire. Anyone out there can help me with this My family has a house in the Catskilles when ever I go my pain from surgery increases.,,,,,,,,,,1-Jan,1,1,100,1,1
Could altitude have aanything to do with this??,,,,,,,,,,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I too had an upper right lobe removed.,,,,,,,,,,0,0,0,0,0,2
Still have a good deal of coughing and my lung capacity does not feel normal yet.,,,,,,,,,,0,1,0,2000-10,-1,1
I seem to have quite a bit of pain around right rib cage.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
Seems my body is telling me I still need rest.,,,,,,,,,,0,0,0,0,0,0
Never been one to nap but I do need a nap mid-afternoon now.,,,,,,,,,,0,0,0,0,0,1
Like yours my tumor was caught early so I did not require chemo or radiation.,,,,,,,,,F,0,1,1,100,1,2
#############################################,,,,,,,,,,#,#,#,#,#,#
Hoping springtime will relieve me of this cough.,,,,,,,,,,11,1,1,100,1,1
Actually it is not so bad unless I talk.,,,,,,,,,,11,1,1,100,1,1
I have two grandchildren (3 & 5) and after a couple of hours with them I crash and burn the following day.,,,,,,,,,,0,1,0,0000-20,-2,1
Guess our stamina comes back ever so gradually.,,,,,,,,,,11,1,1,2001-10,1,3
#############################################,,,,,,,,,M,#,#,#,#,#,#
Your story caught my eye my husband just underwent an upper right lobectomy in February.,,,,,,,,,,0,1,0,2000-10,-1,0
He is going back to work tomorrow on his surgeon's advice.,,,,,,,,,,0,0,0,0,0,0
I worry it's too early as he too has pain especially in his ribcage where the tubes were.,,,,,,,,,,1-Jan,1,0,00-1000,-1,1
When did you have your lobectomy?,,,,,,,,,,0,0,0,0,0,0
His incision is still swelled and  a little red surgeon said it's just inflamation and normal.,,,,,,,,,,0,0,0,0,0,1
He too gets tired quicker than he use too.,,,,,,,,,,1-Jan,1,0,2000-10,-1,1
They say it takes a year to heal completely starting to believe it.,,,,,,,,,,0,1,1,2001-10,1,2
#############################################,,,,,,,,,M,#,#,#,#,#,#
I had a left upper lobectomy 18 mos. ago and I feel wonderful today.,,,,,,,,,,11,1,1,200,2,3
Give yourself time to heal and be patient.,,,,,,,,,,0,1,1,100,1,3
I was a good ten weeks before I felt like a human again.,,,,,,,,,,11,1,1,100,1,3
Today I walk 2 miles a day.,,,,,,,,,,0,1,2,100,1,0
I guess I was lucky I never had trouble breathing.,,,,,,,,,,11,1,1,100,1,1
I get shortwinded climbing stairs and doing physical work.,,,,,,,,,,1-Jan,1,1,100,1,0
It was a very painful recovery but I tried to walk in the house a little bit each day.,,,,,,,,,,1-Jan,1,0,2000-10,-1,2
During recovery from surgery I felt very lonely a lot of times altho I had a wonderful supportive family and friends.,,,,,,,,,,1-Jan,1,0,00-10-20,-2,1
I also experienced depressionanxiety and crying jags.,,,,,,,,,,1-Jan,1,0,00-20-20,-2,1
My Doctor put me on antidepressant medicine and it has made a big difference.,,,,,,,,,,0,1,1,100,1,2
Also  these feelings are normal. Our bodies have gone thru a major trama undergoing major surgery.,,,,,,,,,,0,0,0,0,0,3
The biggest thing I found was to listen to my body.,,,,,,,,,,0,0,0,0,0,2
Rest when you are tired cry when you are sad talk when you need to.,,,,,,,,,,0,1,1,100,1,3
One day you will feel like a brand new person.,,,,,,,,,,11,1,1,100,1,3
Hope This helped you.,,,,,,,,,,11,1,1,100,1,3
If you have any more questions I will be glad to talk with you.,,,,,,,,,,11,1,1,100,1,3
I am a 59 year old female.,,,,,,,,,,0,0,0,0,0,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
"You may wish to start a new post instead of replying to ones that are more than a month or two ""old"".",,,,,,,,,,0,0,0,0,0,0
Folks come and go quickly on a board and old posts rarely get checked so you don't get replies to your questions.,,,,,,,,,,0,1,0,-1010,-1,0
#############################################,,,,,,,,,M,#,#,#,#,#,#
I hope you are doing well with your operation.,,,,,,,,,,11,1,1,100,1,3
It is normal to take pain meds for about a month after major surgery.,,,,,,,,,,0,1,1,100,1,3
If you had VATS surgery you should soon be ready to take over-the-counter meds instead of the prescription stuff.,,,,,,,,,,0,1,1,100,1,3
It may take longer if you had conventional surgery.,,,,,,,,,,0,1,1,100,1,3
#############################################,,,,,,,,,F,#,#,#,#,#,#
I am at stage 1a too both for breast cancer and for lung cancer.,,,,,,,,,,0,0,0,0,0,0
I met with a pulmonary oncologist once but she said I was too healthy to see her!!,,,,,,,,,,11,1,0,00000-1,-1,2
I still see my breast oncologist as they have preventitive meds for that I can take.,,,,,,,,,,0,0,0,0,0,2
I sure wish there were medical ways to prevent future episodes of lung cancer too.,,,,,,,,,,11,1,0,00-10-10,-1,0
Exercise and good diet is about all I see supported by research as a way to stay out of the operating room.,,,,,,,,,,0,1,1,100,1,2
#############################################,,,,,,,,,F,#,#,#,#,#,#
I just came to this site to possibly get more info on recovery after a lobectomy.,,,,,,,,,,0,0,0,0,0,0
I noticed the dates from the posts so I am not sure I am in the right spot.,,,,,,,,,,0,1,0,00-1000,-1,0
I also read the other person saying maybe would be better to start a new post.,,,,,,,,,,0,0,0,0,0,0
I haven't done this before and haven't been on this site for discussion boards either.,,,,,,,,,,0,0,0,0,0,0
